Campaign_ID,Company,Campaign_Type,Target_Audience,Duration,Channel_Used,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
106138,Rhynyx,Email,All Ages,30 days,Youtube,0.04,Real,5.1,Ponta Porã,Swati,429,8988,5,Foodies,1/22/2021
136683,LiveZ,Influencer,All Ages,30 days,Instagram,0.06,Rupiah,2.86,Wonodadi,Tajik,453,2767,3,Health & Wellness,1/7/2021
112057,Plajo,Search,Men 18-24,30 days,Email,0.07,Peso,2.81,Sangat,Polish,642,6163,4,Fashionistas,1/5/2021
98567,Gabtype,Search,Women 25-34,60 days,Website,0.07,Baht,7.39,Uthai Thani,Tajik,929,5905,7,Outdoor Adventurers,1/29/2021
89529,Jatri,Influencer,All Ages,15 days,Youtube,0.09,Yuan Renminbi,4.63,Hanjiashu,Swahili,454,2965,10,Outdoor Adventurers,1/3/2021
132764,Twitternation,Influencer,Men 25-34,15 days,Email,0.1,Tugrik,7.35,Tseel,Tsonga,962,6842,5,Foodies,1/9/2021
101021,Realcube,Influencer,Women 25-34,30 days,Youtube,0.03,Euro,4.11,São Brás de Alportel,Kurdish,825,5630,7,Tech Enthusiasts,1/13/2021
100954,Skaboo,Influencer,Men 25-34,15 days,Youtube,0.13,Euro,6.85,Montinho,Malagasy,491,8952,6,Fashionistas,1/25/2021
141232,Jetwire,Influencer,Women 35-44,45 days,Google Ads,0.03,Franc,7.11,Bissau,Romanian,852,8424,6,Tech Enthusiasts,1/4/2021
72518,Gigabox,Search,Men 18-24,45 days,Facebook,0.05,Manat,6.54,Shushi,Tamil,461,7299,5,Health & Wellness,1/19/2021
159428,Eabox,Email,All Ages,60 days,Google Ads,0.08,Yuan Renminbi,3.22,Jianping,Danish,639,7521,8,Fashionistas,1/16/2021
86153,Quinu,Display,Men 25-34,15 days,Facebook,0.09,Shekel,7.37,Kafr Thulth,New Zealand Sign Language,896,6153,4,Foodies,1/2/2021
113078,Trudoo,Email,Men 25-34,60 days,Website,0.07,Rupiah,4.76,Palopo,Tsonga,434,8324,7,Fashionistas,1/29/2021
112699,Wordify,Influencer,Men 18-24,30 days,Google Ads,0.04,Franc,6.59,Fundong,Fijian,932,4265,7,Foodies,1/25/2021
104362,Rhyzio,Display,Women 25-34,15 days,Instagram,0.06,Ruble,6.1,Yazykovo,Lao,936,5848,4,Foodies,1/28/2021
76493,Yata,Influencer,Women 35-44,30 days,Website,0.13,Shilling,5.16,Urambo,Norwegian,995,4006,8,Health & Wellness,1/19/2021
130394,Edgeblab,Influencer,Women 25-34,60 days,Website,0.11,Krona,3.72,Sundbyberg,Assamese,476,4057,6,Tech Enthusiasts,1/29/2021
137315,Pixoboo,Search,Men 25-34,45 days,Youtube,0.11,Pound,5.33,Hihyā,Hebrew,481,6169,8,Health & Wellness,1/3/2021
76285,Kazio,Email,Men 18-24,45 days,Google Ads,0.09,Yen,3.95,Toyoshina,Malagasy,632,5271,9,Health & Wellness,1/5/2021
153244,Twitterlist,Influencer,Women 35-44,60 days,Website,0.09,Yuan Renminbi,2.55,Fuhai,Aymara,676,2784,3,Outdoor Adventurers,1/30/2021
74093,Buzzster,Display,Men 25-34,45 days,Youtube,0.08,Euro,5.29,Berģi,Burmese,871,5113,3,Outdoor Adventurers,1/14/2021
169868,Browsecat,Influencer,Women 35-44,15 days,Instagram,0.13,Rupiah,6.89,Jayapura,Amharic,644,4576,7,Tech Enthusiasts,1/1/2021
165226,Dabjam,Search,Women 35-44,30 days,Youtube,0.1,Won,6.32,Hongsung,Malayalam,611,3002,7,Health & Wellness,1/17/2021
182454,Skajo,Influencer,Men 18-24,60 days,Website,0.04,Peso,5.52,Buracan,Bengali,737,2879,9,Fashionistas,1/2/2021
163147,Minyx,Search,Women 25-34,45 days,Google Ads,0.12,Euro,6.86,Baguim do Monte,Amharic,879,6881,10,Health & Wellness,1/1/2021
186215,Ailane,Email,All Ages,15 days,Google Ads,0.04,Peso,4.76,Guadalupe Victoria,Polish,739,1742,10,Fashionistas,1/4/2021
109508,Kimia,Display,Men 18-24,30 days,Website,0.05,Ruble,2.75,Kuybyshev,Italian,512,5274,8,Outdoor Adventurers,1/25/2021
151008,Youfeed,Display,Women 35-44,60 days,Google Ads,0.11,Tenge,6.1,Shalkar,West Frisian,920,6949,4,Health & Wellness,1/16/2021
84487,Gabvine,Search,Men 18-24,30 days,Instagram,0.07,Euro,4.34,Mikró Monastíri,Lithuanian,466,4454,8,Tech Enthusiasts,1/13/2021
120262,Realcube,Influencer,Women 25-34,45 days,Google Ads,0.11,Ruble,7.52,Smolensk,Greek,459,8641,7,Fashionistas,1/27/2021
95648,Zoozzy,Search,Men 18-24,30 days,Instagram,0.07,Peso,2.47,Batarasa,Marathi,625,4037,6,Health & Wellness,1/5/2021
131911,Plajo,Display,Women 25-34,15 days,Website,0.09,Euro,7.04,Giesteira,Zulu,780,2147,6,Outdoor Adventurers,1/22/2021
99057,Avamba,Influencer,Men 25-34,15 days,Facebook,0.04,Zloty,2.69,Laliki,Fijian,925,2228,6,Foodies,1/9/2021
90349,Kimia,Influencer,Men 18-24,30 days,Youtube,0.11,Yuan Renminbi,5.07,Zhenqiao,Greek,724,5303,9,Health & Wellness,1/2/2021
121816,Skinix,Display,Women 35-44,15 days,Email,0.1,Peso,5.38,Quimilí,Bengali,484,3304,5,Fashionistas,1/15/2021
146515,Skipstorm,Email,All Ages,30 days,Email,0.11,Peso,4.47,San Nicolas,West Frisian,812,6479,6,Outdoor Adventurers,1/28/2021
118621,Realcube,Search,Women 35-44,30 days,Instagram,0.12,Yuan Renminbi,4.26,Suizhou,Indonesian,680,4188,4,Health & Wellness,1/15/2021
89416,Yodel,Search,All Ages,15 days,Facebook,0.08,Peso,4.14,Mainit,Nepali,687,5825,8,Fashionistas,1/30/2021
141051,Edgeify,Display,Women 35-44,60 days,Youtube,0.07,Zloty,3.05,Fajsławice,Croatian,788,3945,8,Fashionistas,1/22/2021
82946,Twinder,Influencer,Women 25-34,45 days,Facebook,0.1,Tenge,3.47,Astana,Zulu,425,3521,10,Foodies,1/2/2021
107334,Mydo,Email,All Ages,45 days,Youtube,0.06,Shekel,4.4,Al Judayrah,Yiddish,740,6589,3,Fashionistas,1/23/2021
183285,Vidoo,Search,Men 18-24,60 days,Facebook,0.08,Ruble,4.63,Uchkeken,Filipino,484,6187,7,Outdoor Adventurers,1/5/2021
133495,Dazzlesphere,Search,Women 25-34,30 days,Instagram,0.11,Yuan Renminbi,6.03,Henglian,Hiri Motu,807,4022,5,Tech Enthusiasts,1/11/2021
98734,Tazzy,Email,Women 25-34,60 days,Google Ads,0.11,Yuan Renminbi,4.44,Maying,Burmese,641,8040,5,Foodies,1/19/2021
161055,Tagpad,Email,Women 25-34,60 days,Instagram,0.12,Ruble,4.04,Pankrushikha,Swati,371,8609,10,Tech Enthusiasts,1/3/2021
173756,Twitterwire,Search,Men 18-24,30 days,Youtube,0.09,Dram,4.35,Abovyan,French,824,6889,3,Foodies,1/10/2021
116515,Zazio,Search,Women 25-34,30 days,Facebook,0.04,Ruble,6.32,Yartsevo,Marathi,767,5464,7,Fashionistas,1/20/2021
166551,Zoovu,Display,All Ages,45 days,Instagram,0.02,Rupee,5.37,Jalālpur,Thai,439,5786,6,Health & Wellness,1/24/2021
85925,Topiclounge,Search,Men 18-24,60 days,Google Ads,0.04,Real,3.25,Belo Oriente,Montenegrin,568,5376,3,Tech Enthusiasts,1/20/2021
135812,Babblestorm,Search,Women 35-44,15 days,Website,0.12,Dollar,5.28,Marathon,Bislama,859,8066,8,Outdoor Adventurers,1/15/2021
146996,Innotype,Email,Men 18-24,45 days,Instagram,0.03,Peso,2.99,Cadagmayan Norte,Tamil,498,8706,7,Outdoor Adventurers,1/9/2021
96831,Thoughtblab,Influencer,All Ages,60 days,Instagram,0.03,Ruble,4.2,Lyambir’,French,469,4838,5,Tech Enthusiasts,1/7/2021
164408,Flashset,Influencer,Men 25-34,15 days,Website,0.06,Krone,6.52,Oslo,Persian,820,2096,5,Foodies,1/23/2021
118205,Gabvine,Email,Men 18-24,30 days,Facebook,0.11,Yuan Renminbi,3.65,Hongqiao,Georgian,792,2142,7,Foodies,1/16/2021
107264,Vipe,Search,Men 18-24,45 days,Email,0.09,Euro,3.7,Aldeia,Bosnian,988,2322,5,Tech Enthusiasts,1/7/2021
128339,Rhycero,Search,All Ages,30 days,Youtube,0.12,Sol,6.87,Paita,New Zealand Sign Language,928,2941,3,Fashionistas,1/6/2021
90376,Twiyo,Search,Women 25-34,45 days,Instagram,0.08,Zloty,5.09,Głuchów,Malay,422,8835,5,Foodies,1/16/2021
127149,Jatri,Display,Men 25-34,30 days,Google Ads,0.09,Yuan Renminbi,5.2,Pingdu,Dzongkha,644,5077,5,Health & Wellness,1/14/2021
149029,Kayveo,Display,Men 18-24,60 days,Email,0.09,Yuan Renminbi,6.84,Jiangnan,Kazakh,869,2896,7,Foodies,1/22/2021
70868,Divavu,Search,All Ages,15 days,Website,0.1,Peso,7.15,Wright,Swedish,769,8346,10,Outdoor Adventurers,1/10/2021
184112,Blognation,Email,Men 25-34,30 days,Facebook,0.11,Ariary,3.6,Mananara,Thai,648,7922,10,Fashionistas,1/30/2021
125164,Cogilith,Influencer,Men 18-24,30 days,Youtube,0.1,Won,4.06,Incheon,Montenegrin,831,1670,7,Foodies,1/21/2021
118279,Skynoodle,Email,Women 35-44,60 days,Facebook,0.06,Yuan Renminbi,7.3,Lianyi,Montenegrin,594,3372,9,Outdoor Adventurers,1/5/2021
119416,Trupe,Influencer,All Ages,15 days,Website,0.08,Rupiah,4.49,Gagah,Mongolian,714,8931,8,Health & Wellness,1/7/2021
111000,Aimbu,Search,Women 25-34,15 days,Facebook,0.07,Peso,3.16,Navotas,Spanish,526,8447,5,Outdoor Adventurers,1/30/2021
155037,Gigazoom,Display,Women 25-34,60 days,Instagram,0.07,Dong,2.63,Hai Riêng,Albanian,891,3924,6,Outdoor Adventurers,1/27/2021
137672,Gigashots,Influencer,Women 35-44,30 days,Email,0.05,Peso,4.17,Sinacaban,Icelandic,605,2313,3,Fashionistas,1/23/2021
140471,Zoonoodle,Search,Men 18-24,60 days,Facebook,0.03,Yuan Renminbi,6.05,Xishan,Fijian,850,5218,9,Outdoor Adventurers,1/22/2021
106965,Meembee,Influencer,Women 35-44,60 days,Youtube,0.03,Yuan Renminbi,2.54,Tieremu,Kashmiri,476,7918,6,Foodies,1/11/2021
163359,Dynava,Influencer,Women 35-44,60 days,Youtube,0.03,Naira,5.35,Neni,Telugu,582,4981,10,Tech Enthusiasts,1/22/2021
97900,Janyx,Search,All Ages,15 days,Google Ads,0.07,Peso,5.4,Emiliano Zapata,Malayalam,699,3149,8,Fashionistas,1/10/2021
122721,Eire,Email,Women 25-34,15 days,Youtube,0.06,Shekel,7.02,Al Fandaqūmīyah,Quechua,899,2218,9,Tech Enthusiasts,1/5/2021
99315,JumpXS,Search,Women 25-34,45 days,Email,0.12,Yuan Renminbi,6.52,Lizhuangzi,Tswana,569,5693,6,Fashionistas,1/19/2021
105641,Yombu,Display,Men 18-24,15 days,Youtube,0.07,Pound,3.83,Middleton,Latvian,719,2175,3,Outdoor Adventurers,1/12/2021
140577,Fadeo,Email,Men 25-34,45 days,Email,0.06,Yuan Renminbi,5.55,Niejiahe,Zulu,757,1782,5,Outdoor Adventurers,1/24/2021
158971,Eidel,Email,Men 25-34,45 days,Email,0.05,Zloty,5.41,Wąpielsk,Northern Sotho,477,6450,7,Outdoor Adventurers,1/26/2021
148365,Yozio,Email,Women 35-44,30 days,Website,0.03,Yuan Renminbi,3.36,Shiwan,Lithuanian,598,5634,8,Tech Enthusiasts,1/1/2021
79813,Youtags,Display,All Ages,30 days,Facebook,0.09,Dong,5.55,Hai Riêng,New Zealand Sign Language,545,7766,3,Fashionistas,1/26/2021
109544,Yabox,Email,Men 25-34,15 days,Instagram,0.04,Euro,7.16,Rouen,Danish,795,2264,10,Fashionistas,1/3/2021
149099,Photospace,Influencer,Women 35-44,60 days,Google Ads,0.05,Bolivar,5.2,Boca de Uchire,Croatian,556,5991,8,Foodies,1/14/2021
123167,Minyx,Display,Men 18-24,45 days,Google Ads,0.07,Yuan Renminbi,7.38,Jincun,Burmese,722,5880,8,Foodies,1/18/2021
90671,Yadel,Search,Women 35-44,45 days,Youtube,0.12,Naira,4.73,Ejigbo,Punjabi,874,5480,4,Tech Enthusiasts,1/27/2021
155842,Kanoodle,Display,Men 18-24,15 days,Instagram,0.02,Yen,4.9,Takarazuka,Belarusian,735,2709,3,Tech Enthusiasts,1/7/2021
158180,Fivespan,Search,Men 25-34,15 days,Email,0.08,Peso,5.11,Gumaus,Pashto,954,7270,3,Health & Wellness,1/25/2021
132800,Thoughtsphere,Display,Women 25-34,45 days,Facebook,0.06,Krona,3.05,Järfälla,Amharic,361,4711,3,Health & Wellness,1/15/2021
113680,InnoZ,Display,All Ages,15 days,Website,0.06,Quetzal,6.94,Chicacao,Albanian,451,7575,7,Fashionistas,1/7/2021
77498,Innotype,Search,Men 18-24,60 days,Instagram,0.09,Yuan Renminbi,5.76,Puyang,Somali,679,3284,7,Foodies,1/12/2021
101543,Realbuzz,Search,Women 25-34,60 days,Facebook,0.08,Rial,3.52,Isfahan,Swedish,854,3828,8,Foodies,1/24/2021
113226,Ainyx,Email,Men 18-24,30 days,Google Ads,0.1,Yen,6.89,Kawanishi,Gujarati,932,2420,5,Tech Enthusiasts,1/15/2021
92676,Mudo,Email,Women 35-44,30 days,Website,0.09,Peso,5.56,Unión,Albanian,694,7319,9,Fashionistas,1/21/2021
90867,Centimia,Search,Men 25-34,45 days,Google Ads,0.08,Yuan Renminbi,3.19,Tiemen,Indonesian,735,4848,9,Health & Wellness,1/18/2021
105319,Twitterbeat,Email,Women 35-44,45 days,Website,0.09,Krona,4.09,Stockholm,Czech,957,3473,6,Foodies,1/9/2021
180645,Skiba,Display,All Ages,30 days,Youtube,0.09,Real,3.64,Passa Quatro,Malay,639,7147,10,Outdoor Adventurers,1/22/2021
104275,Jayo,Email,Men 25-34,15 days,Instagram,0.05,Shekel,6.44,‘Afula ‘Illit,Luxembourgish,440,3904,3,Fashionistas,1/30/2021
90807,Reallinks,Search,Men 25-34,30 days,Email,0.1,Rupiah,6.36,Pinggirsari,Albanian,795,3869,5,Outdoor Adventurers,1/4/2021
78040,Skyndu,Email,Men 25-34,60 days,Website,0.05,Real,7.24,Mombaça,Hindi,975,6730,9,Outdoor Adventurers,1/3/2021
112841,Oyoba,Email,All Ages,45 days,Email,0.12,Dirham,3.56,Timezgadiouine,Albanian,435,6310,6,Outdoor Adventurers,1/22/2021
181409,Abata,Display,All Ages,45 days,Facebook,0.02,Yuan Renminbi,3.3,Huaxian,Swati,907,4374,9,Tech Enthusiasts,1/24/2021
179014,Meedoo,Influencer,Men 25-34,30 days,Instagram,0.08,Yuan Renminbi,3.16,Guangming,Montenegrin,387,4058,3,Tech Enthusiasts,1/10/2021
153494,Rhycero,Email,Men 25-34,15 days,Google Ads,0.04,Tenge,6.89,Maleevsk,Italian,810,5033,4,Tech Enthusiasts,1/2/2021
74800,Photospace,Influencer,All Ages,15 days,Instagram,0.08,Peso,3.28,San Antonio,Montenegrin,727,2625,6,Tech Enthusiasts,1/2/2021
146985,Tekfly,Influencer,Men 18-24,30 days,Instagram,0.1,Krona,6.99,Jönköping,Japanese,575,1730,5,Tech Enthusiasts,1/6/2021
136873,Avamm,Influencer,Women 25-34,15 days,Google Ads,0.06,Dollar,6.7,Oklahoma City,Hiri Motu,523,3637,7,Fashionistas,1/14/2021
135671,LiveZ,Search,Men 18-24,60 days,Instagram,0.05,Yuan Renminbi,4.6,Xinyi,Amharic,399,4798,6,Outdoor Adventurers,1/12/2021
95544,Rhynoodle,Influencer,All Ages,45 days,Email,0.07,Yuan Renminbi,2.71,Lengshuijing,Sotho,572,5557,9,Tech Enthusiasts,1/29/2021
172737,Brainsphere,Influencer,All Ages,45 days,Facebook,0.05,Peso,3.92,Benito Juarez,Moldovan,954,1834,7,Health & Wellness,1/23/2021
159269,Jetpulse,Influencer,All Ages,30 days,Youtube,0.05,Yuan Renminbi,4.88,Daqian,Swedish,385,2273,4,Foodies,1/1/2021
125075,Oyoyo,Display,Women 35-44,45 days,Google Ads,0.08,Ruble,4.76,Shumyachi,Moldovan,814,5242,10,Foodies,1/26/2021
127565,Zoonoodle,Email,Women 35-44,45 days,Facebook,0.02,Ruble,2.49,Novyy Oskol,Punjabi,812,7792,3,Outdoor Adventurers,1/23/2021
139159,Ooba,Influencer,Women 35-44,45 days,Youtube,0.11,Ruble,5.56,Petrovsk,Ndebele,778,8254,5,Health & Wellness,1/18/2021
82294,Oodoo,Display,Men 25-34,30 days,Youtube,0.13,Shekel,4.41,Or Yehuda,Irish Gaelic,806,6471,10,Outdoor Adventurers,1/26/2021
167488,Browsetype,Influencer,Men 25-34,45 days,Youtube,0.12,Cordoba,4.52,Quezalguaque,Swedish,437,8271,5,Fashionistas,1/17/2021
99794,Mudo,Email,Men 25-34,60 days,Website,0.05,Dinar,2.78,‘Aqrah,Arabic,638,2207,10,Health & Wellness,1/26/2021
153912,Skilith,Influencer,Women 25-34,30 days,Youtube,0.04,Euro,3.67,Delães,Burmese,990,8359,6,Outdoor Adventurers,1/5/2021
180566,Agivu,Display,Women 25-34,30 days,Youtube,0.04,Tugrik,2.45,Bayanhoshuu,Czech,649,4457,4,Tech Enthusiasts,1/25/2021
141072,Tambee,Email,Women 25-34,60 days,Youtube,0.1,Euro,5.75,Calçada,Tetum,597,2075,4,Tech Enthusiasts,1/15/2021
103635,Plajo,Email,Men 18-24,45 days,Google Ads,0.04,Euro,3.41,Carnaxide,Arabic,931,1661,3,Health & Wellness,1/22/2021
135503,Skinte,Display,All Ages,30 days,Youtube,0.08,Ruble,3.03,Yefremov,Arabic,465,6042,6,Outdoor Adventurers,1/11/2021
88922,Linklinks,Influencer,Women 35-44,60 days,Email,0.08,Yuan Renminbi,6.99,Shangwuzhuang,Kurdish,833,8237,8,Foodies,1/20/2021
125569,Realcube,Search,Women 35-44,15 days,Instagram,0.11,Peso,3.59,Inriville,Yiddish,423,2171,3,Fashionistas,1/9/2021
97130,Voolith,Search,Women 35-44,15 days,Youtube,0.06,Yuan Renminbi,7.41,Fushi,Arabic,881,8651,5,Fashionistas,1/1/2021
137387,Camido,Email,Men 25-34,15 days,Email,0.08,Peso,2.56,Palompon,Khmer,661,7632,9,Health & Wellness,1/5/2021
140479,DabZ,Display,Men 25-34,60 days,Google Ads,0.06,Peso,3.08,La Rioja,Tamil,540,4536,6,Fashionistas,1/16/2021
184923,Pixope,Display,Men 18-24,45 days,Instagram,0.08,Euro,6.02,Fajões,Estonian,967,4794,8,Fashionistas,1/4/2021
129191,Fivechat,Display,Men 18-24,15 days,Website,0.06,Rupiah,2.74,Jetis,Aymara,534,3467,7,Health & Wellness,1/9/2021
85275,Meembee,Influencer,Women 25-34,45 days,Email,0.12,Euro,5.62,Caldas das Taipas,Dhivehi,800,6778,8,Tech Enthusiasts,1/7/2021
77968,Youtags,Influencer,Women 25-34,45 days,Email,0.12,Yuan Renminbi,3.23,Xinhua,Kurdish,985,5230,8,Health & Wellness,1/7/2021
167217,Fliptune,Influencer,Women 25-34,15 days,Website,0.07,Zloty,6.21,Golub-Dobrzyń,Burmese,823,2081,5,Foodies,1/8/2021
175726,Oyope,Search,All Ages,15 days,Website,0.05,Euro,5.45,Suodenniemi,English,415,6403,5,Tech Enthusiasts,1/13/2021
182131,Thoughtbeat,Search,Women 25-34,45 days,Facebook,0.1,Real,5.81,Macapá,Punjabi,631,3628,3,Foodies,1/13/2021
171609,Browseblab,Email,Men 25-34,15 days,Instagram,0.13,Quetzal,4.16,Cabañas,Somali,818,1873,7,Tech Enthusiasts,1/10/2021
124818,Thoughtblab,Influencer,Men 18-24,45 days,Website,0.08,Zloty,2.51,Spytkowice,English,425,7631,3,Health & Wellness,1/23/2021
117593,Voomm,Display,Men 25-34,15 days,Youtube,0.11,Rial,4.2,Qom,Norwegian,686,8131,3,Health & Wellness,1/27/2021
111092,Npath,Influencer,Men 25-34,15 days,Facebook,0.03,Rupiah,6.85,Cikalaces,Polish,871,7385,4,Tech Enthusiasts,1/20/2021
150614,Ozu,Search,Women 25-34,60 days,Facebook,0.03,Rupiah,3.98,Karangagung Timur,Irish Gaelic,375,6259,3,Foodies,1/9/2021
114946,Yamia,Display,Women 35-44,60 days,Instagram,0.1,Rupiah,2.79,Ubud,Persian,836,5705,9,Foodies,1/20/2021
171388,Eimbee,Email,Women 35-44,45 days,Google Ads,0.05,Peso,4.55,Irosin,Kashmiri,473,5577,9,Health & Wellness,1/21/2021
86595,Youfeed,Email,Men 18-24,60 days,Website,0.06,Rand,6.26,Potchefstroom,Arabic,369,2764,7,Outdoor Adventurers,1/25/2021
167871,Jetwire,Email,Men 18-24,60 days,Youtube,0.09,Yen,5.0,Hiratsuka,Indonesian,811,6349,6,Health & Wellness,1/27/2021
113900,Vipe,Influencer,Men 18-24,15 days,Instagram,0.1,Ruble,2.6,Yelets,Luxembourgish,666,8494,10,Fashionistas,1/22/2021
93794,Gabcube,Email,Men 18-24,60 days,Facebook,0.11,Peso,6.74,Anao,Filipino,971,6438,8,Tech Enthusiasts,1/27/2021
141164,Oyoyo,Email,Women 35-44,15 days,Email,0.06,Dollar,3.76,Anchorage,Malay,429,4633,6,Fashionistas,1/28/2021
159002,Topicware,Search,Men 25-34,30 days,Youtube,0.12,Euro,4.32,Salacgrīva,Fijian,532,5525,5,Fashionistas,1/25/2021
122641,Oyope,Search,Men 25-34,45 days,Website,0.06,Real,7.29,Macapá,Oriya,741,4122,6,Health & Wellness,1/4/2021
167793,Dabvine,Influencer,Women 25-34,30 days,Instagram,0.09,Ariary,7.08,Ambanja,Nepali,363,6117,10,Outdoor Adventurers,1/27/2021
166693,Avavee,Search,Women 35-44,15 days,Email,0.09,Rupiah,3.49,Rancaerang,Filipino,723,6692,5,Tech Enthusiasts,1/9/2021
142092,Jaloo,Email,Women 35-44,45 days,Email,0.08,Rupiah,6.11,Tangerang,Bislama,472,4995,6,Health & Wellness,1/17/2021
148899,Abata,Search,Women 25-34,60 days,Google Ads,0.08,Tugrik,7.17,Ereencav,Hindi,777,3270,7,Foodies,1/9/2021
96428,Thoughtblab,Email,Women 25-34,15 days,Facebook,0.04,Yuan Renminbi,4.08,Baoping,Yiddish,613,6500,9,Fashionistas,1/3/2021
77383,Yabox,Influencer,Women 35-44,15 days,Youtube,0.03,Lev,3.96,Peshtera,Tsonga,767,6459,4,Health & Wellness,1/17/2021
153008,Babbleblab,Display,Men 18-24,60 days,Youtube,0.05,Afghani,4.99,Khān Neshīn,Thai,626,5802,3,Health & Wellness,1/9/2021
119470,Pixope,Display,All Ages,30 days,Google Ads,0.1,Yuan Renminbi,6.41,Sanli,Lithuanian,405,4504,3,Foodies,1/11/2021
106970,Devcast,Display,Women 25-34,60 days,Website,0.05,Rupiah,3.87,Kolirerek,Finnish,699,8045,10,Health & Wellness,1/17/2021
93954,Realbuzz,Display,Women 35-44,45 days,Google Ads,0.13,Peso,3.46,San Antonio,Ndebele,630,8654,8,Foodies,1/30/2021
87411,Riffpedia,Display,Men 25-34,15 days,Facebook,0.03,Euro,5.36,Montauban,Georgian,434,7028,10,Outdoor Adventurers,1/8/2021
184905,Mybuzz,Display,Men 25-34,30 days,Website,0.12,Peso,4.94,Boca Chica,Papiamento,785,4478,8,Outdoor Adventurers,1/11/2021
184024,Skyba,Display,Men 25-34,15 days,Email,0.1,Zloty,6.74,Suchań,Persian,521,8322,6,Health & Wellness,1/12/2021
84611,Pixoboo,Display,Women 25-34,45 days,Email,0.1,Rupiah,3.49,Kimaam,Malayalam,767,7580,7,Fashionistas,1/20/2021
123547,Snaptags,Email,Women 35-44,30 days,Instagram,0.07,Yuan Renminbi,3.73,Huangludian,Estonian,451,8404,6,Foodies,1/21/2021
184776,Dynazzy,Search,Men 18-24,30 days,Youtube,0.05,Sol,5.84,Paico,Thai,960,2879,9,Foodies,1/1/2021
83555,Skalith,Display,Women 25-34,30 days,Email,0.09,Yuan Renminbi,6.58,Geputan,Sotho,856,6474,10,Tech Enthusiasts,1/18/2021
170624,Gigazoom,Display,Men 25-34,30 days,Email,0.08,Euro,4.71,Delft,Papiamento,912,2382,3,Fashionistas,1/2/2021
106786,Livepath,Influencer,Men 25-34,30 days,Google Ads,0.12,Yuan Renminbi,3.08,Aqqan,Tswana,584,4688,10,Health & Wellness,1/12/2021
167472,Zoovu,Email,Men 25-34,15 days,Youtube,0.06,Koruna,3.46,Polešovice,Polish,992,3053,6,Foodies,1/11/2021
155777,Demizz,Search,Men 18-24,60 days,Youtube,0.1,Won,5.01,Gaigeturi,Macedonian,439,6125,4,Tech Enthusiasts,1/23/2021
177938,Buzzdog,Influencer,Men 25-34,60 days,Email,0.07,Dram,6.74,Geghanist,Burmese,595,3703,6,Tech Enthusiasts,1/21/2021
125497,Quinu,Email,Men 18-24,30 days,Email,0.07,Yuan Renminbi,4.64,Huangbu,New Zealand Sign Language,606,4330,7,Foodies,1/17/2021
148236,Divape,Email,Men 18-24,15 days,Email,0.09,Rupee,3.36,Lārkāna,Bulgarian,821,7490,4,Health & Wellness,1/26/2021
117824,Lazz,Search,Women 25-34,60 days,Email,0.11,Zloty,5.19,Bolesławiec,Papiamento,622,2804,6,Health & Wellness,1/27/2021
180852,Jabberbean,Search,All Ages,60 days,Youtube,0.05,Baht,6.06,Sirindhorn,Bulgarian,382,2286,8,Foodies,1/10/2021
91712,Jamia,Display,Men 18-24,60 days,Youtube,0.05,Peso,6.53,San Diego,Mongolian,666,5851,3,Foodies,1/14/2021
165218,Thoughtstorm,Email,Men 25-34,15 days,Youtube,0.12,Rupiah,5.86,Daleman,Bosnian,663,8323,7,Foodies,1/8/2021
78259,Blogspan,Email,All Ages,45 days,Email,0.06,Ruble,6.28,Orsha,Danish,723,5005,8,Foodies,1/15/2021
118827,Livetube,Search,Men 25-34,30 days,Facebook,0.09,Ruble,7.3,Rostokino,Bosnian,989,8152,7,Fashionistas,1/13/2021
144211,Edgewire,Email,All Ages,15 days,Email,0.03,Yuan Renminbi,5.95,Erdaocha,Tok Pisin,398,4675,8,Tech Enthusiasts,1/5/2021
161999,Wikivu,Email,Men 25-34,60 days,Google Ads,0.04,Real,6.41,Extremoz,Moldovan,755,5850,10,Health & Wellness,1/25/2021
161492,Twinte,Influencer,All Ages,30 days,Youtube,0.1,Yen,5.73,Matsutō,Catalan,938,4103,4,Health & Wellness,1/3/2021
76894,Skiba,Influencer,Women 35-44,45 days,Facebook,0.11,Somoni,3.4,Darband,Fijian,561,3522,9,Foodies,1/25/2021
131826,Muxo,Email,Men 25-34,30 days,Website,0.13,Kwacha,4.13,Mangochi,Kyrgyz,518,7095,7,Tech Enthusiasts,1/25/2021
97262,Oba,Influencer,Women 25-34,60 days,Email,0.11,Franc,2.62,Zürich,Bislama,804,4716,10,Outdoor Adventurers,1/20/2021
73190,Zoombeat,Search,Women 25-34,60 days,Website,0.04,Euro,5.99,Pinheiral,Bislama,535,2412,10,Foodies,1/11/2021
92349,Quire,Display,Men 25-34,60 days,Instagram,0.05,Krona,5.06,Farsta,Dhivehi,905,8616,7,Tech Enthusiasts,1/29/2021
88911,Edgeify,Search,Women 35-44,15 days,Youtube,0.05,Tenge,4.34,Ush-Tyube,Japanese,596,7627,10,Tech Enthusiasts,1/1/2021
181882,Camido,Influencer,Men 18-24,60 days,Facebook,0.09,Ruble,4.24,Bogolyubovo,Georgian,633,4485,9,Health & Wellness,1/3/2021
